Year,Number,Ruolo Gen. Nr.,Oggetto,Giudice,Valore della causa,Stato del fascicolo,Data di Citazione 1° udienza,SENTENZA DEFINITIVA Nr.,Esito,Importo liquidato,Tipo,DECRETO INGIUNTIVO Nr.,SENTENZA NON DEFINITIVA Nr.,Rif. atto impugnato,Importo richiesto,Prossima udienza
1995,503,503/1995  iscritto al  ruolo il 23/09/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni  non rientranti nelle altre materie,GURRISI SALVATORE  sezione: 6 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,27/09/1995,192/1995 pubblicata il 06/11/1995,Sentenza di merito/Rigetto,,,,,,,
1995,504,504/1995 iscritto al ruolo il 25/09/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni non  rientranti nelle  altre materie,DE TOMA MAGDA sezione: 6 aula: 2 - D17,"Euro 0,00",CANCELLATO,3/11/1995,,,,,,,,,
1995,505,505/1995 iscritto al ruolo il 25/09/1995,OR - 145009 - Azioni di competenza del  Giudice di  Pace  in materia  di risarcimento  danno,BORDINI GRAZIELLA sezione: 6 aula: 2 - D10,"Euro 0,00",CANCELLATO,20/11/1995,,,,,,,,,
1995,506,506/1995  iscritto  al  ruolo  il 25/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti nelle altre materie,ARNEODO SEVERINA sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,7/11/1995,,,,,,,,,
1995,507,507/1995 iscritto al ruolo  il 25/09/1995,OR - 101003 - Opposizione di  terzo ex  artt. 404  e ss. c.p.c.,BATTAGLIA ROSA sezione: 6 aula: 2 - D13,"Euro  0,00",PROCEDIMENTO DEFINITO,29/11/1995,592/1996 pubblicata il 28/03/1996,Sentenza di merito/Rigetto,,,,,,,
1995,508,508/1995 iscritto  al ruolo  il 25/09/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni non rientranti  nelle altre materie,BOCCALATTE MARZIANO sezione: 6 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,2/10/1995,,,,,,,,,
1995,509,509/1995  iscritto al ruolo il 25/09/1995,OR - 145009 - Azioni di competenza del Giudice di Pace  in materia di risarcimento  danno,ZUNINO MARIA IDA sezione: 5 aula: 1 - C4,"Euro 0,00",CANCELLATO,6/11/1995,,,,,,,,,
1995,510,510/1995 iscritto al  ruolo il 25/09/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace  in materia di risarcimento danno,ZUNINO MARIA IDA sezione: 5 aula: 1 - C4,"Euro 0,00",PROCEDIMENTO DEFINITO,29/11/1995,,,,,,,,,
1995,511,511/1995  iscritto al ruolo  il 25/09/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti nelle altre  materie,ANTRO ANDREA MARIA  sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,9/10/1995,,,,,,,,,
1995,512,512/1995 iscritto al ruolo  il 25/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle  altre  materie,SACERDOTE  FRANCA sezione: 7 aula: 3 - A25,"Euro  0,00",PROCEDIMENTO  DEFINITO,6/10/1995,,,,,,,,,
1995,513,513/1995 iscritto al  ruolo il 25/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre  materie,TORCHIO CARLO  sezione: 7 aula: 3 - A26,"Euro 0,00",CANCELLATO,11/10/1995,,,,,,,,,
1995,514,514/1995 iscritto al ruolo il 25/09/1995,OR - 140999 - Altri  contratti  tipici  ed obbligazioni non  rientranti nelle altre materie,UGONA ALBERTO sezione: 7 aula: 1 - A14,"Euro  0,00",PROCEDIMENTO DEFINITO,12/10/1995,,,,,,,,,
1995,515,515/1995 iscritto al  ruolo il 25/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non  rientranti nelle altre materie,VITI LUCIANO  sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,10/10/1995,,,,,,,,,
1995,516,516/1995  iscritto al ruolo  il 25/09/1995,OR - 140999 - Altri  contratti  tipici  ed obbligazioni non rientranti nelle altre materie,PALASCIANO NORBERTO sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,9/10/1995,,,,,,,,,
1995,517,517/1995 iscritto al ruolo il 25/09/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni non  rientranti nelle  altre materie,PAONE PIETRO  sezione: 7 aula: 3 - A20,"Euro 0,00",CANCELLATO,10/10/1995,,,,,,,,,
1995,518,518/1995 iscritto al ruolo il 25/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,PATRIARCA GABRIELLA sezione: 7,"Euro  0,00",PROCEDIMENTO  DEFINITO,5/10/1995,,,,,,,,,
1995,519,519/1995 iscritto al ruolo il 25/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non  rientranti nelle  altre  materie,PESCAROLO LAURA sezione: 7 aula: -,"Euro  0,00",PROCEDIMENTO  DEFINITO,11/10/1995,,,,,,,,,
1995,520,520/1995 iscritto  al ruolo il 25/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,PICCHINI VIRGINIA sezione: 7 aula: 1 - D6,"Euro 0,00",PROCEDIMENTO  DEFINITO,11/10/1995,,,,,,,,,
1995,521,521/1995  iscritto al ruolo il 25/09/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni non rientranti  nelle altre materie,REGARD  ELENA  sezione: 7 aula: 3 - A22,"Euro 0,00",PROCEDIMENTO DEFINITO,9/10/1995,,,,,,,,,
1995,522,522/1995 iscritto al  ruolo  il 25/09/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni  non rientranti  nelle altre materie,RIGAZZI ERNESTO  sezione: 7 aula: 3 - A20,"Euro  0,00",PROCEDIMENTO DEFINITO,30/10/1995,,,,,,,,,
1995,523,523/1995 iscritto  al ruolo il 26/09/1995,OR - 130099 - Rapporti condominiali,LOVINO ELISABETTA  sezione: 2 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,18/12/1995,2640/1996 pubblicata il 17/12/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,524,524/1995 iscritto al ruolo il 26/09/1995,OR - 145009 - Azioni di competenza  del Giudice  di Pace  in materia di  risarcimento danno,PALESTINI ANNA MARIA sezione: 5 aula: 1 - C6,"Euro 0,00",CANCELLATO,27/11/1995,,,,,,,,,
1995,525,525/1995 iscritto al ruolo il 26/09/1995,OR - 140999 - Altri contratti tipici  ed  obbligazioni non rientranti  nelle altre materie,NEGRI RITA  sezione: 7 aula: 3 - A22,"Euro 0,00",CANCELLATO,30/10/1995,,,,,,,,,
1995,526,526/1995 iscritto al ruolo il 26/09/1995,OR - 145009 - Azioni di competenza del  Giudice  di  Pace in materia  di risarcimento  danno,PAPPALETTERE PASQUALE sezione: 5 aula: 1 - C2,"Euro 0,00",CANCELLATO,13/12/1995,,,,,,,,,
1995,527,527/1995  iscritto al ruolo il 26/09/1995,OR - 145009 - Azioni  di competenza del Giudice di Pace in materia  di risarcimento  danno,PEYRON  GIUSEPPE sezione: 5 aula: -,"Euro 0,00",CANCELLATO,18/12/1995,,,,,,,,,
1995,528,528/1995 iscritto al  ruolo  il 26/09/1995,OR - 145009 - Azioni di competenza del Giudice  di Pace  in materia di risarcimento danno,CAMPI VITTORE  sezione: 3 aula: 3 - C21,"Euro 0,00",PROCEDIMENTO DEFINITO,27/09/1995,202/1996 pubblicata il 09/02/1996,Sentenza di merito/Rigetto,,,,,,,
1995,529,529/1995 iscritto  al ruolo il 26/09/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace in materia di risarcimento danno,VECCHI GAETANO sezione: 5 aula: 1 - C3,"Euro 0,00",CANCELLATO,3/10/1995,,,,,,,,,
1995,530,530/1995 iscritto  al  ruolo il 26/09/1995,OR - 145009 - Azioni  di competenza del Giudice di  Pace in materia di  risarcimento danno,VEGLIA  MARIA LUISA sezione: 5 aula: 1 - C3,"Euro 0,00",CANCELLATO,4/10/1995,,,,,,,,,
1995,531,531/1995  iscritto al ruolo il 26/09/1995,OR - 101003 - Opposizione di terzo ex  artt. 404 e ss.  c.p.c.,MORBILLI  PAOLA  sezione: 7 aula: 3 - A21 BIS,"Euro 0,00",PROCEDIMENTO  DEFINITO,5/12/1995,2309/1996 pubblicata il 20/11/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,532,532/1995  iscritto al ruolo il 26/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non rientranti nelle altre materie,MATASSI MARIO  sezione: 7 aula: -,"Euro  0,00",PROCEDIMENTO  DEFINITO,30/10/1995,,,,,,,,,
1995,533,533/1995 iscritto al ruolo il 26/09/1995,OR - 140999 - Altri  contratti  tipici ed  obbligazioni  non rientranti nelle altre materie,MACCARIO MARIA GIOVANNA  sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,10/10/1995,393/1995 pubblicata il 02/12/1995,Sentenza di merito/Rigetto,,,,,,,
1995,534,534/1995  iscritto al  ruolo il 26/09/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in  materia  di  risarcimento danno,RIGOLINO BARBERIS  FRANCESCO  sezione: 5 aula: 1 - C1,"Euro 0,00",CANCELLATO,12/10/1995,,,,,,,,,
1995,535,535/1995  iscritto al ruolo il 26/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti  nelle altre materie,MACIS IGNAZIO sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,11/10/1995,334/1996 pubblicata il 27/02/1996,Sentenza di merito/Rigetto,,,,,,,
1995,536,536/1995  iscritto  al ruolo  il 26/09/1995,OR - 145009 - Azioni  di competenza del Giudice  di Pace in materia di risarcimento  danno,CAVAGNERO LIDIA sezione: 3 aula: -,"Euro  0,00",CANCELLATO,27/09/1995,,,,,,,,,
1995,537,537/1995  iscritto al ruolo il 26/09/1995,OR - 145009 - Azioni di competenza del Giudice di Pace  in materia di  risarcimento danno,CHIONO MARIA LUISA  sezione: 3 aula: 3 - C20,"Euro  0,00",CANCELLATO,4/10/1995,,,,,,,,,
1995,538,538/1995  iscritto al  ruolo il 26/09/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace in materia  di  risarcimento  danno,DELLA CROCE  DI DOJOLA VITTORIO sezione: 3 aula: -,"Euro 0,00",CANCELLATO,3/10/1995,,,,,,,,,
1995,539,539/1995  iscritto al  ruolo il 26/09/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace in materia di risarcimento danno,DENTICO GIOVANNI sezione: 3 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,18/10/1995,157/1995 pubblicata il 30/10/1995,Sentenza di merito/Rigetto,,,,,,,
1995,540,540/1995 iscritto al  ruolo  il 26/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti  nelle altre materie,LUCA  GIOVANNI  sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,4/10/1995,151/1995 pubblicata il 30/10/1995,Sentenza di merito/Rigetto,,,,,,,
1995,541,541/1995 iscritto  al  ruolo  il 27/09/1995,CO - 710001 - Istanza di Conciliazione,MONTE MARIA ANTONIETTA sezione: 2 aula: 1 - B5,"Euro 0,00",CONCILIATO,17/11/1995,,,,,,,,,
1995,542,542/1995 iscritto al  ruolo  il 27/09/1995,OR - 145999 - Altre  ipotesi di responsabilita'  Extracontr. non ricomprese nelle altre  materie  (art. 2043),BOUVET  MICHELE  sezione: 6 aula: -,"Euro 0,00",CANCELLATO,27/11/1995,,,,,,,,,
1995,543,543/1995 iscritto al  ruolo  il 27/09/1995,OR - 139999 - Altri istituti  in materia di diritti  reali possesso e  trascrizioni,BOCCALATTE MARZIANO sezione: 6 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,23/10/1995,,,,,,,,,
1995,544,544/1995 iscritto al ruolo il 27/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle  altre materie,BATTAGLIA ROSA  sezione: 6 aula: 2 - D13,"Euro 0,00",PROCEDIMENTO DEFINITO,18/10/1995,,,,,,,,,
1995,545,545/1995 iscritto al ruolo  il 27/09/1995,OR - 145009 - Azioni di competenza del Giudice  di Pace in materia  di  risarcimento danno,SANTACROCE CESARE sezione: 5 aula: 1 - C3,"Euro 0,00",PROCEDIMENTO DEFINITO,3/10/1995,,,,,,,,,
1995,546,546/1995  iscritto al ruolo il 27/09/1995,OR - 140999 - Altri  contratti tipici ed obbligazioni non  rientranti nelle altre materie,PALESTINI ANNA  MARIA sezione: 5 aula: 1 - C6,"Euro 0,00",PROCEDIMENTO DEFINITO,4/12/1995,1771/1996 pubblicata il 19/09/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,547,547/1995 iscritto  al  ruolo  il 27/09/1995,OR - 140999 - Altri  contratti tipici ed obbligazioni non rientranti nelle altre materie,ARNEODO SEVERINA sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,5/12/1995,205/1996 pubblicata il 09/02/1996,Sentenza di merito/Rigetto,,,,,,,
1995,548,548/1995 iscritto al ruolo il 27/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,BRUNO FRANCO GIUSEPPE sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,4/10/1995,,,,,,,,,
1995,549,549/1995  iscritto al ruolo il 27/09/1995,OR - 145009 - Azioni  di competenza  del Giudice  di  Pace in  materia di risarcimento danno,SIRACUSA GIOSUE'  sezione: 5 aula: 1 - C7,"Euro 0,00",CANCELLATO,3/10/1995,,,,,,,,,
1995,550,550/1995 iscritto al ruolo  il 27/09/1995,OR - 145009 - Azioni di  competenza del Giudice di  Pace  in materia di risarcimento danno,SORIENTE CARLO sezione: 5,"Euro 0,00",CANCELLATO,13/10/1995,,,,,,,,,
1995,551,551/1995  iscritto  al  ruolo il 27/09/1995,OR - 145009 - Azioni di competenza del Giudice  di  Pace in materia di  risarcimento danno,TRAINA SALVATORE sezione: 5 aula: -,"Euro 0,00",CANCELLATO,11/10/1995,,,,,,,,,
1995,552,552/1995  iscritto al ruolo  il 28/09/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in materia di  risarcimento danno,FACCI ALDO  sezione: 3 aula: 2 - C22,"Euro  0,00",CANCELLATO,6/10/1995,,,,,,,,,
1995,553,553/1995 iscritto al  ruolo il 28/09/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti nelle altre materie,CALIGARIS  LUIGI sezione: 6 aula: 2 - D17,"Euro 0,00",PROCEDIMENTO DEFINITO,4/10/1995,,,,,,,,,
1995,554,554/1995  iscritto al ruolo il 28/09/1995,OR - 145009 - Azioni di  competenza  del Giudice di  Pace in materia  di risarcimento danno,FALCHI CATERINA sezione: 3 aula: 3 - A22,"Euro 0,00",PROCEDIMENTO  DEFINITO,30/09/1995,423/1996 pubblicata il 09/03/1996,Sentenza di merito/Rigetto,,,,,,,
1995,555,555/1995 iscritto al ruolo il 28/09/1995,OR - 145009 - Azioni di  competenza del Giudice di Pace in  materia di risarcimento danno,FALCHI CATERINA sezione: 3 aula: 3 - A22,"Euro 0,00",PROCEDIMENTO DEFINITO,30/09/1995,,,,,,,,,
1995,556,556/1995 iscritto al ruolo il 28/09/1995,OR - 140999 - Altri  contratti tipici  ed obbligazioni non rientranti nelle altre materie,CALIGARIS LUIGI  sezione: 6 aula: 2 - D17,"Euro 0,00",CANCELLATO,8/11/1995,,,,,,,,,
1995,557,557/1995  iscritto al ruolo il 28/09/1995,OR - 140999 - Altri contratti tipici  ed obbligazioni non  rientranti  nelle altre  materie,CARIDI  ANTONINO  sezione: 6 aula: 2 - D15,"Euro 0,00",CANCELLATO,2/11/1995,,,,,,,,,
1995,558,558/1995  iscritto al ruolo il 28/09/1995,OR - 140999 - Altri  contratti  tipici ed  obbligazioni non  rientranti nelle altre materie,ANTRO ANDREA MARIA sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,23/10/1995,,,,,,,,,
1995,559,559/1995  iscritto al ruolo  il 28/09/1995,OR - 145999 - Altre  ipotesi di responsabilita' Extracontr.  non ricomprese nelle altre materie (art. 2043),BATTAGLIA  ROSA sezione: 6 aula: 2 - D13,"Euro 0,00",PROCEDIMENTO DEFINITO,30/10/1995,1212/1997 pubblicata il 08/05/1997,Sentenza di merito/Accoglimento,,,,,,,
1995,560,560/1995 iscritto al ruolo il 28/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti  nelle  altre  materie,MACIS  IGNAZIO  sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,11/10/1995,,,,,,,,,
1995,561,561/1995  iscritto al ruolo il 28/09/1995,OR - 140999 - Altri contratti tipici  ed obbligazioni non rientranti nelle altre materie,MACCARIO MARIA GIOVANNA sezione: 7 aula: -,"Euro 0,00",CANCELLATO,10/10/1995,,,,,,,,,
1995,562,562/1995  iscritto al ruolo il 28/09/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni non  rientranti nelle  altre materie,GURRISI  SALVATORE  sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,11/10/1995,,,,,,,,,
1995,563,563/1995 iscritto  al ruolo il 28/09/1995,OR - 140999 - Altri  contratti tipici  ed  obbligazioni  non rientranti nelle  altre  materie,GALLI ALESSANDRA sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,10/10/1995,,,,,,,,,
1995,564,564/1995 iscritto al ruolo  il 28/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,DE TOMA MAGDA sezione: 6 aula: 2 - D17,"Euro 0,00",CANCELLATO,6/10/1995,,,,,,,,,
1995,565,565/1995  iscritto al ruolo  il 28/09/1995,OR - 140999 - Altri contratti  tipici  ed obbligazioni non  rientranti nelle altre materie,CORTESE  GIORGIO sezione: 6 aula: 2 - D12,"Euro  0,00",PROCEDIMENTO DEFINITO,11/10/1995,,,,,,,,,
1995,566,566/1995 iscritto al ruolo il 28/09/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni  non rientranti nelle altre materie,LUCA GIOVANNI  sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,11/10/1995,,,,,,,,,
1995,567,567/1995 iscritto al ruolo il 28/09/1995,OR - 145009 - Azioni di competenza del Giudice di Pace  in materia di risarcimento danno,FALCO ELIANA sezione: 7 aula: 3 - A21,"Euro 0,00",PROCEDIMENTO DEFINITO,16/01/1996,545/1997 pubblicata il 03/03/1997,Sentenza di merito/Accoglimento,,,,,,,
1995,568,568/1995 iscritto al  ruolo il 28/09/1995,OR - 101003 - Opposizione di terzo ex artt.  404 e ss. c.p.c.,MALCOTTI ALFREDA  sezione: 2 aula: 1 - B6,"Euro 0,00",PROCEDIMENTO  DEFINITO,28/11/1995,543/1995 pubblicata il 29/12/1995,Sentenza di merito/Rigetto,,,,,,,
1995,569,569/1995 iscritto al ruolo  il 28/09/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti nelle altre materie,CONSOLI GAETANO  sezione: 6 aula: -,"Euro 0,00",CANCELLATO,9/10/1995,,,,,,,,,
1995,570,570/1995  iscritto al ruolo il 28/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,PALASCIANO NORBERTO sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,9/10/1995,135/1995 pubblicata il 28/10/1995,Sentenza di merito/Rigetto,,,,,,,
1995,571,571/1995  iscritto al  ruolo il 28/09/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni  non  rientranti  nelle  altre materie,MATASSI MARIO sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,9/10/1995,44/1996 pubblicata il 15/01/1996,Sentenza di merito/Rigetto,,,,,,,
1995,572,572/1995  iscritto  al ruolo il 28/09/1995,CO - 710001 - Istanza  di Conciliazione,BRUNO  FRANCO  GIUSEPPE  sezione: 6 aula: -,"Euro  0,00",CONCILIATO,25/10/1996,,,,,,,,,
1995,573,573/1995 iscritto al ruolo il 28/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre  materie,CARIDI ANTONINO sezione: 6 aula: 2 - D15,"Euro 0,00",PROCEDIMENTO  DEFINITO,5/10/1995,,,,,,,,,
1995,574,574/1995 iscritto al  ruolo  il 28/09/1995,OR - 145009 - Azioni di  competenza del Giudice di Pace in materia  di risarcimento  danno,FANTINI FRANCO  sezione: 1 aula: 2 - B13,"Euro  0,00",PROCEDIMENTO DEFINITO,4/10/1995,476/1996 pubblicata il 16/03/1996,Sentenza di merito/Rigetto,,,,,,,
1995,575,575/1995 iscritto al ruolo il 28/09/1995,OR - 145009 - Azioni  di competenza  del Giudice di Pace in  materia di  risarcimento  danno,FERRARO LAURA sezione: 3 aula: 3 - C23,"Euro 0,00",CANCELLATO,5/10/1995,,,,,,,,,
1995,576,576/1995 iscritto al ruolo il 29/09/1995,OR - 145009 - Azioni  di competenza del Giudice di Pace  in materia di risarcimento danno,GODIO RAUL  sezione: 3 aula: 3 - C26,"Euro 0,00",CANCELLATO,4/10/1995,,,,,,,,,
1995,577,577/1995 iscritto al  ruolo  il 29/09/1995,OR - 140999 - Altri contratti tipici  ed obbligazioni  non  rientranti nelle  altre  materie,CORSI ENRICO sezione: 6 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,3/10/1995,81/1996 pubblicata il 17/05/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,578,578/1995 iscritto al ruolo il 29/09/1995,OR - 140999 - Altri  contratti tipici  ed  obbligazioni  non rientranti nelle altre materie,CORSI FRANCO  sezione: 6 aula: 2 - A14,"Euro 0,00",PROCEDIMENTO DEFINITO,2/10/1995,,,,,,,,,
1995,579,579/1995  iscritto al ruolo il 29/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,PAONE PIETRO  sezione: 7 aula: 3 - A20,"Euro 0,00",CANCELLATO,21/11/1995,,,,,,,,,
1995,580,580/1995 iscritto al  ruolo il 29/09/1995,OR - 140999 - Altri  contratti tipici  ed  obbligazioni  non rientranti  nelle  altre  materie,NEGRI  RITA sezione: 7 aula: 3 - A22,"Euro 0,00",PROCEDIMENTO DEFINITO,30/10/1995,,,,,,,,,
1995,581,581/1995 iscritto al ruolo il 29/09/1995,OR - 145009 - Azioni  di  competenza del Giudice di Pace  in materia di risarcimento danno,GOTTA FERRUCCIO sezione: 3,"Euro 0,00",CANCELLATO,2/10/1995,,,,,,,,,
1995,582,582/1995  iscritto al ruolo  il 29/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti nelle altre materie,BALDONI MARIO sezione: 3 aula: 3 - C27,"Euro 0,00",CANCELLATO,12/12/1995,,,,,,,,,
1995,583,583/1995 iscritto  al ruolo il 29/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non rientranti  nelle altre  materie,MORBILLI  PAOLA sezione: 7 aula: 3 - A21 BIS,"Euro 0,00",CANCELLATO,12/12/1995,,,,,,,,,
1995,584,584/1995  iscritto al ruolo il 29/09/1995,OR - 145009 - Azioni  di  competenza del  Giudice di  Pace in  materia di risarcimento danno,BONACCORSI ELEONORA sezione: 3 aula: 1 - C7,"Euro 0,00",CANCELLATO,2/10/1995,,,,,,,,,
1995,585,585/1995  iscritto al  ruolo il 29/09/1995,OR - 145009 - Azioni di competenza del Giudice  di  Pace in materia di risarcimento  danno,CAMPI VITTORE sezione: 3 aula: 3 - C21,"Euro 0,00",CANCELLATO,13/12/1995,,,,,,,,,
1995,586,586/1995  iscritto  al  ruolo il 29/09/1995,OR - 145009 - Azioni  di  competenza  del Giudice di Pace in  materia di  risarcimento danno,BORDINI GRAZIELLA sezione: 6 aula: 2 - D10,"Euro  0,00",PROCEDIMENTO DEFINITO,23/10/1995,55/1996 pubblicata il 16/01/1996,Sentenza di merito/Rigetto,,,,,,,
1995,587,587/1995  iscritto al  ruolo il 29/09/1995,OR - 145009 - Azioni  di competenza del Giudice di Pace in materia di risarcimento danno,CAVAGNERO  LIDIA  sezione: 3 aula: -,"Euro 0,00",CANCELLATO,4/10/1995,,,,,,,,,
1995,588,588/1995 iscritto al ruolo il 29/09/1995,OR - 101003 - Opposizione di  terzo  ex artt. 404 e ss.  c.p.c.,PATRIARCA GABRIELLA sezione: 7,"Euro 0,00",PROCEDIMENTO DEFINITO,23/11/1995,,,,,,,,,
1995,589,589/1995 iscritto al ruolo il 29/09/1995,OR - 140999 - Altri contratti tipici  ed obbligazioni non  rientranti nelle altre materie,PESCAROLO LAURA sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,11/10/1995,,,,,,,,,
1995,590,590/1995  iscritto  al ruolo il 29/09/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni  non rientranti  nelle altre materie,PICCHINI VIRGINIA sezione: 7 aula: 1 - D6,"Euro 0,00",PROCEDIMENTO DEFINITO,6/12/1995,,,,,,,,,
1995,591,591/1995 iscritto al ruolo il 29/09/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti  nelle  altre materie,REGARD ELENA sezione: 7 aula: 3 - A22,"Euro  0,00",CANCELLATO,4/12/1995,,,,,,,,,
1995,592,592/1995 iscritto al ruolo il 29/09/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni non rientranti  nelle altre materie,RIGAZZI ERNESTO sezione: 7 aula: 3 - A20,"Euro 0,00",PROCEDIMENTO DEFINITO,18/12/1995,,,,,,,,,
1995,593,593/1995 iscritto  al ruolo il 29/09/1995,OR - 145999 - Altre ipotesi  di responsabilita' Extracontr.  non  ricomprese nelle  altre materie (art. 2043),SACERDOTE FRANCA sezione: 7 aula: 3 - A25,"Euro  0,00",PROCEDIMENTO DEFINITO,20/10/1995,,,,,,,,,
1995,594,594/1995 iscritto al ruolo il 29/09/1995,OR - 140999 - Altri contratti  tipici  ed  obbligazioni non rientranti nelle altre materie,TORCHIO CARLO sezione: 7 aula: 3 - A26,"Euro 0,00",CANCELLATO,6/12/1995,,,,,,,,,
1995,595,595/1995 iscritto al ruolo  il 29/09/1995,OR - 140999 - Altri  contratti tipici ed obbligazioni non rientranti nelle altre materie,UGONA ALBERTO  sezione: 7 aula: 1 - A14,"Euro 0,00",PROCEDIMENTO DEFINITO,30/11/1995,,,,,,,,,
1995,596,596/1995 iscritto al ruolo il 29/09/1995,OR - 140999 - Altri  contratti tipici ed obbligazioni non rientranti nelle  altre materie,VITI  LUCIANO sezione: 7 aula: -,"Euro  0,00",CANCELLATO,28/11/1995,,,,,,,,,
1995,597,597/1995 iscritto al ruolo  il 29/09/1995,OR - 145009 - Azioni di  competenza del  Giudice di Pace in  materia di  risarcimento  danno,CHIONO MARIA LUISA sezione: 3 aula: 3 - C20,"Euro 0,00",CANCELLATO,4/10/1995,,,,,,,,,
1995,598,598/1995  iscritto al ruolo il 29/09/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,MONASTRA  VARRICA31122015 VINCENZO  sezione: 2 aula: 1,"Euro 0,00",PROCEDIMENTO  DEFINITO,4/10/1995,287/1996 pubblicata il 19/02/1996,Sentenza di merito/Rigetto,,,,,,,
1995,599,599/1995 iscritto al ruolo il 30/09/1995,OR - 145009 - Azioni di competenza  del Giudice di Pace  in materia di risarcimento  danno,DELLA CROCE DI DOJOLA VITTORIO sezione: 3 aula: -,"Euro  0,00",CANCELLATO,12/12/1995,,,,,,,,,
1995,600,600/1995 iscritto  al  ruolo il 30/09/1995,OR - 145009 - Azioni di  competenza del  Giudice di  Pace in materia di risarcimento danno,DENTICO  GIOVANNI sezione: 3 aula: -,"Euro 0,00",CANCELLATO,15/12/1995,,,,,,,,,
